CNPJ;Razao_social;Nome_fantasia;Tipo;Data_abertura;Situacao_cadastral;Data_da_situacao_cadastral;Capital_social;Natureza_juridica;MEI;Logradouro;Numero;Complemento;CEP;Bairro;Municipio;UF;Telefone;Email;Quadro_societario;Atividade_principal;Atividades_secundaria
04807044000189;NEW INSTALTEC EQUIPAMENTOS ELETRONICOS LTDA;NONE;MATRIZ;20/11/2001;ATIVA;09/08/2003;0.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;AV HENRY FORD;973;NONE;03109000;PARQUE DA MOOCA;SAO PAULO;SP;1120215452;mariamcardoso@terra.com.br;['MARIA APARECIDA MAGAZONI CARDOSO - Sócio-Administrador', 'ALBERTO JOSE GONCALVES CARDOSO - Sócio-Administrador'];['3314799 - Manutenção e reparação de outras máquinas e equipamentos para usos industriais não especificados anteriormente'];['2790299 - Fabricação de outros equipamentos e aparelhos elétricos não especificados anteriormente', '4321500 - Instalação e manutenção elétrica']
05089544000195;T.H.W. M.D.F. COMERCIO LTDA;BOA CADEIRA;MATRIZ;06/05/2002;ATIVA;03/11/2005;0.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;EST DO CAFUNDA;1157;NONE;22725030;TAQUARA;RIO DE JANEIRO;RJ;2124409755;admboacadeira@gmail.com;['THAIS SILVA DE ALBUQUERQUE LACERDA - Sócio-Administrador', 'JORGE LUIZ DE SA - Sócio-Administrador'];['4649404 - Comércio atacadista de móveis e artigos de colchoaria'];['9529105 - Reparação de artigos do mobiliário']
10451182000170;JOAO DORACY DE CASTRO JUNIOR E OUTROS;NONE;MATRIZ;03/11/2008;ATIVA;03/11/2008;0.0;4120 - PRODUTOR RURAL (PESSOA FISICA);Não;FAZ BELA VISTA;SN;NONE;14350000;RURAL;ALTINOPOLIS;SP;['1636652075', '1636650385'];xisto@com4.com.br;['JOAO DORACY DE CASTRO JUNIOR - Produtor Rural', 'ADRIANA MARIA DE OLIVEIRA E CASTRO CRIVELLENTI - Produtor Rural', 'FILOMENA MARIA DE OLIVEIRA CASTRO ANDRADE - Produtor Rural', 'MAURICIO WESLEY PERROUD JUNIOR - Produtor Rural', 'PAULO DE TARSO OLIVEIRA E CASTRO - Produtor Rural'];['0134200 - Cultivo de café'];['111302 - Cultivo de milho']
49596323000189;SOEDIL SOTECO EDIFICACOES LTDA;NONE;MATRIZ;28/03/1978;ATIVA;03/11/2005;0.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;R REGENTE FEIJO;1251;10 ANDAR CJ 1001;13013052;CENTRO;CAMPINAS;SP;NONE;NONE;['ARMANDO DE ALMEIDA FILHO - Sócio-Administrador', 'IOLANDA MIKIKO TOKUMOTO DE ALMEIDA - Sócio'];['4120400 - Construção de edifícios'];['6810202 - Aluguel de imóveis próprios', '4110700 - Incorporação de empreendimentos imobiliários', '4399101 - Administração de obras', '7112000 - Serviços de engenharia', '4399199 - Serviços especializados para construção não especificados anteriormente']
05413822000118;DECORWATTS ELETRICA E ILUMINACAO LTDA;NONE;MATRIZ;13/11/2002;ATIVA;24/09/2005;0.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;R ANTONIO DE BARROS;1100;NONE;03401000;TATUAPE;SAO PAULO;SP;NONE;NONE;['JOSE RENNA NETO - Sócio-Administrador', 'MIRIAM SOLANGE MOREIRA DA SILVA RENNA - Sócio'];['4742300 - Comércio varejista de material elétrico'];NONE
11306186000128;CONTABILIDADE RIBEIRO ANDRADE EIRELI;CONTABILIDADE RIBEIRO ANDRADE;MATRIZ;12/11/2009;ATIVA;12/11/2009;100000.0;2305 - EMPRESA INDIVIDUAL DE RESP.LIMITADA (DE NATUREZA EMPRESARIA);Não;R CORONEL AUGUSTO DE MOURA;371;NONE;35700210;PIEDADE;SETE LAGOAS;MG;['3137765094', '3137764994'];marcos.moyses@hotmail.com;['MARCOS JOSE ANDRADE - Sócio-Administrador'];['6920601 - Atividades de contabilidade'];NONE
66521337000152;DEFRAN - PRODUTOS PARA MOVIMENTACAO DE CARGAS LTDA;DEFRAN - PRODUTOS PARA MOVIMENTACAO DE CARGAS;MATRIZ;08/07/1991;ATIVA;03/11/2005;1000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;AV GETULIO VARGAS;966;NONE;18540000;BAMBU;PORTO FELIZ;SP;1532624134;defran@defran.com.br;['ROBERTO VERSIANI DOS SANTOS - Sócio-Administrador', 'FRANCIS FAUSTINO SANTOS - Sócio-Administrador', 'DEISE DE FATIMA FAUSTINO - Sócio-Administrador'];"['4663000 - Comércio atacadista de Máquinas e equipamentos para uso industrial; partes e peças']";['4614100 - Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves', '7112000 - Serviços de engenharia']
49992431000170;HELIPALM GESTAO AERONAUTICA LTDA;HELIPALM;MATRIZ;21/09/1978;ATIVA;08/02/2003;100000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;R LOANDA;813;SALA 03;12238330;CHACARAS REUNIDAS;SAO JOSE DOS CAMPOS;SP;1239532488;adm@metalvale.com.br;['RENATO FERNANDES DE OLIVEIRA JUNIOR - Sócio-Administrador', 'REGINA TEREZINHA DE OLIVEIRA PAULA - Sócio'];['5240199 - Atividades auxiliares dos transportes aéreos, exceto operação dos aeroportos e campos de aterrissagem'];"['8211300 - Serviços combinados de escritório e apoio administrativo', '4530701 - Comércio por atacado de peças e acessórios novos para veículos automotores', '7490104 - Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários', '4669999 - Comércio atacadista de outras máquinas e equipamentos não especificados anteriormente; partes e peças']"
11369044000100;FAZZINI E MARCINIUK LTDA.;FAZZINI E MARCINIUK DISTRIBUIDORA;MATRIZ;02/12/2009;BAIXADA;10/05/2021;180000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;NONE;NONE;NONE;NONE;NONE;NONE;NONE;4231320312;fazzinibebidas@gmail.com;['LUIZ FERNANDO FAZZINI - Sócio', 'GUILHERME MARCINIUK - Sócio-Administrador'];NONE;['4649408 - Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar', '4721104 - Comércio varejista de doces, balas, bombons e semelhantes', '4729601 - Tabacaria', '4729699 - Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente', '4751201 - Comércio varejista especializado de equipamentos e suprimentos de informática', '4759899 - Comércio varejista de outros artigos de uso pessoal e doméstico não especificados anteriormente', '4761003 - Comércio varejista de artigos de papelaria', '4772500 - Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal', '4789099 - Comércio varejista de outros produtos não especificados anteriormente']
05890658000130;STECK INDUSTRIA ELETRICA LTDA;NONE;MATRIZ;15/09/2003;ATIVA;15/09/2003;79445943.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;R SAMARITA;1117;ANDAR 3          CONJ 33         SALA 1;02518080;JARDIM DAS LARANJEIRAS;SAO PAULO;SP;1122487075;eduardo.oliveira@steck.com.br;['SCHNEIDER ELECTRIC BRASIL LTDA - Sócio', 'ELECTRO PORCELAINE - Sócio Pessoa Jurídica Domiciliado no Exterior', 'ROGERIO ANGELO MARTELLO - Administrador', 'DANIEL RIBEIRO DA SILVA - Administrador', 'KLECIOS IGOR DE SOUZA - Administrador'];['2732500 - Fabricação de material elétrico para instalações em circuito de consumo'];NONE
04401145000155;LD - LICINIO DIAS IMPORTACAO LTDA;NONE;MATRIZ;24/04/2001;ATIVA;03/11/2005;600000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;R PRESIDENTE JOAO PESSOA;67;ARMZ 67/68;58100100;CENTRO;CABEDELO;PB;8132217277;hugo@liciniodias.com.br;['ANA CAROLINA DIAS DE ANDRADE LIMA - Sócio-Administrador', 'IZABEL CRISTINA MONTEIRO DIAS - Sócio-Administrador', 'LICINIO DIAS FERREIRA FILHO - Sócio-Administrador'];['4635499 - Comércio atacadista de bebidas não especificadas anteriormente'];['4617600 - Representantes comerciais e agentes do comércio de produtos alimentícios, bebidas e fumo', '4635402 - Comércio atacadista de cerveja, chope e refrigerante', '4637104 - Comércio atacadista de pães, bolos, biscoitos e similares', '4637199 - Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente']
37253141000126;RESTAURANTE ROMARE SANTOS GREGORIO LTDA;PEIXINHO DA PRUDENTE;MATRIZ;28/05/2020;ATIVA;28/05/2020;70000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;AV PRUDENTE DE MORAIS;72;LOJA 1;30380002;CIDADE JARDIM;BELO HORIZONTE;MG;3185752150;contabil@patrimonioscontabeis.com.br;['ROBERTO SANTOS GREGORIO - Sócio-Administrador'];['5611201 - Restaurantes e similares'];NONE
14480741000121;LONATAN COMERCIO DE EMBALAGENS LTDA;LONATAN EMBALAGENS;MATRIZ;06/10/2011;ATIVA;06/10/2011;40000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;ROD PRESIDENTE TANCREDO DE ALMEIDA NEVES;2190;A;07700001;SERPA;CAIEIRAS;SP;1146054222;serplastic@serplastic.com.br;['NATAN ROMERO GONCALVES - Sócio-Administrador'];['4789099 - Comércio varejista de outros produtos não especificados anteriormente'];NONE
05943131000126;CARLOS DE BARROS LIMA HOTELARIA EIRELI;HOTEL ENSEADA DOS CORAIS;MATRIZ;20/10/2003;ATIVA;27/08/2005;67800.0;2305 - EMPRESA INDIVIDUAL DE RESP.LIMITADA (DE NATUREZA EMPRESARIA);Não;AV VIA MAR;122;NONE;54590000;PRAIA ENSEADA DOS CORAIS;CABO DE SANTO AGOSTINHO;PE;['8135225770', '8135120165'];cbl2003@yahoo.com.br;['CARLOS DE BARROS LIMA - Titular Pessoa Física Residente ou Domiciliado no Brasil'];['5510801 - Hotéis'];['5611204 - Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento', '5611201 - Restaurantes e similares', '8299799 - Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente']
13853335000102;P DE A P FERREIRA COMERCIO, SERVICOS, IMPORTACAO E EXPORTACAO;SERRAMARE OFFSHORE;MATRIZ;24/06/2011;ATIVA;24/06/2011;200000.0;2135 - EMPRESARIO (INDIVIDUAL);Não;R ITAPERU;412;CASA B;28893827;PARQUE ZABULAO;RIO DAS OSTRAS;RJ;2227641630;comercial@serramareoffshore.com.br;NONE;"['4669999 - Comércio atacadista de outras máquinas e equipamentos não especificados anteriormente; partes e peças']";['3292202 - Fabricação de equipamentos e acessórios para segurança pessoal e profissional', '4642702 - Comércio atacadista de roupas e acessórios para uso profissional e de segurança do trabalho', '4742300 - Comércio varejista de material elétrico', '4744099 - Comércio varejista de materiais de construção em geral', '4781400 - Comércio varejista de artigos do vestuário e acessórios', '4930202 - Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional', '4930204 - Transporte rodoviário de mudanças', '5229099 - Outras atividades auxiliares dos transportes terrestres não especificadas anteriormente']
37256591000172;UNIODONTO DO SUL GOIANO COOPERATIVA ODONTOLOGICA;UNIODONTO;MATRIZ;17/12/1991;ATIVA;03/11/2005;0.0;2143 - COOPERATIVA;Não;R RUI DE ALMEIDA;519;NONE;75503090;CENTRO;ITUMBIARA;GO;644317411;NONE;['JOAO BATISTA PEREIRA MACHADO - Presidente', 'ADELAIDE AZEDO CORSI - Diretor', 'CELSO BORGES DE ALMEIDA - Diretor'];['6550200 - Planos de saúde'];"['4645103 - Comércio atacadista de produtos odontológicos', '4664800 - Comércio atacadista de máquinas, aparelhos e equipamentos para uso odonto-médico-hospitalar; partes e peças', '4646002 - Comércio atacadista de produtos de higiene pessoal']"
13498599000187;QUINTETO EDITORIAL LTDA;QUINTETO EDITORIAL LTDA;MATRIZ;20/01/2011;ATIVA;20/01/2011;50000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;R RUI BARBOSA;156;ANDAR 1          SALA 1;01326010;BELA VISTA;SAO PAULO;SP;['1135986149', '1135986148'];fiscal@ftd.com.br;['UNIAO CATARINENSE DE EDUCACAO - Sócio', 'EDITORA FTD S A - Sócio', 'DELCIO AFONSO BALESTRIN - Administrador'];['5811500 - Edição de livros'];NONE
06074543000130;VITORIAWARE DISTRIBUIDORA DE ARTIGOS DOMESTICOS LTDA;VITORIAWARE;MATRIZ;22/01/2004;ATIVA;23/10/2004;0.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;AV CEZAR HILAL;39;NONE;29050657;BENTO FERREIRA;VITORIA;ES;2733234499;financeiro@tupperwarees.com.br;['DUCLEN DA ROCHA - Sócio-Administrador', 'GERUSA ALMEIDA SANTANA - Sócio-Administrador'];['4789099 - Comércio varejista de outros produtos não especificados anteriormente'];['4755502 - Comercio varejista de artigos de armarinho', '4755503 - Comercio varejista de artigos de cama, mesa e banho', '4781400 - Comércio varejista de artigos do vestuário e acessórios', '4782201 - Comércio varejista de calçados', '4772500 - Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal', '4789001 - Comércio varejista de suvenires, bijuterias e artesanatos']
33540018001026;SKY HOTEIS - ADMINISTRADORA LTDA;SKY VILLE GRAMADO HOTEL;FILIAL;06/11/2019;ATIVA;06/11/2019;100000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;R ITAPEVA;59;NONE;95670000;CARNIEL;GRAMADO;RS;5432863195;financeiro@skyhoteis.com.br;['HILARIO DARCI KRAUSPENHAR - Sócio-Administrador', 'ARLEI LEOBET KRAUSPENHAR - Sócio-Administrador', 'KELVIN LEOBET KRAUSPENHAR - Sócio'];['5510801 - Hotéis'];['5611201 - Restaurantes e similares']
74155052000254;UPS DO BRASIL REMESSAS EXPRESSAS LTDA.;NONE;FILIAL;18/10/1996;ATIVA;03/11/2005;46720890.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;AV VIRACOPOS;S/N;NONE;13050153;JARDIM MARIA EUGENIA;CAMPINAS;SP;['1131239488', '1132181000'];upsbrlegal@ups.com;['UPS LATIN AMERICA INC - Sócio Pessoa Jurídica Domiciliado no Exterior', 'UPS INTERNATIONAL, INC. - Sócio Pessoa Jurídica Domiciliado no Exterior', 'NADIR MORENO - Administrador', 'CRISLENE BERTOLINI LUPO - Administrador', 'MICHELE ROCHA CAVALCANTE - Administrador', 'GILBERTO JOSE DOS SANTOS - Administrador', 'CLEITON VALENTIM DE OLIVEIRA - Administrador'];['5320202 - Serviços de entrega rápida'];['5250802 - Atividades de despachantes aduaneiros', '5250803 - Agenciamento de cargas, exceto para o transporte marítimo', '5320201 - Serviços de malote não realizados pelo Correio Nacional', '4930202 - Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional']
00611522000120;SOLUAR AR CONDICIONADO LTDA;SOLUAR;MATRIZ;16/05/1995;ATIVA;27/08/2005;1000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;R LIMA E SILVA;756;NONE;04215020;IPIRANGA;SAO PAULO;SP;['1138712111', '1138549935'];atendimento@soluarcon.com.br;['RONALDO HONORIO DOS SANTOS - Sócio-Administrador', 'SANDRA MARIA HONORIO DOS SANTOS - Sócio'];['4322302 - Instalação e manutenção de sistemas centrais de ar condicionado, de ventilação e refrigeração'];['4789099 - Comércio varejista de outros produtos não especificados anteriormente']
33581178000122;ANA BEATRIZ LIMA DE FIGUEIREDO FREUA E OUTROS;NONE;MATRIZ;02/05/2019;ATIVA;02/05/2019;0.0;4120 - PRODUTOR RURAL (PESSOA FISICA);Não;FAZ BOA VISTA;0;NONE;14350000;RURAL;ALTINOPOLIS;SP;1636657800;contabilidade@aptuscontabilidade.com.br;['ANA BEATRIZ LIMA DE FIGUEIREDO FREUA - Produtor Rural', 'MARIA AMALIA LIMA DE FIGUEIREDO PULGROSSI - Produtor Rural', 'PAULO SERGIO LIMA DE FIGUEIREDO - Produtor Rural'];['0151201 - Criação de bovinos para corte'];['113000 - Cultivo de cana-de-açúcar']
74552068001787;CPQ BRASIL S/A;NONE;FILIAL;18/03/2014;BAIXADA;27/01/2020;12839641.89;2054 - SOCIEDADE ANONIMA FECHADA;Não;NONE;NONE;NONE;NONE;NONE;NONE;NONE;1138974700;adriana.raddatz@cpqbrasil.com.br;['ALBERTO CARNEIRO NETO - Presidente', 'FERNANDO BORELLI EDITORE - Diretor'];NONE;['4721102 - Padaria e confeitaria com predominância de revenda']
06913480001563;DIMENSIONAL BRASIL SOLUCOES LTDA;DIMENSIONAL;FILIAL;13/09/2019;ATIVA;13/09/2019;216970752.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;AV ARMANDO RAGONHA;190;NONE;13481316;VILLAGE LIMEIRA;LIMEIRA;SP;['1934467548', '1934467400'];renato.ribeiro@dimensional.com.br;['ROSA & LEAL PATICIPACOES E EMPREEDIMENTOS LTDA - Sócio', 'HERVE SALMON - Sócio-Administrador', 'ERIC MICHEL FOURCINE - Administrador', 'DANIEL TOLEDO - Administrador', 'DANIELE DE CASSIA TOLEDO - Administrador'];['4673700 - Comércio atacadista de material elétrico'];"['3312102 - Manutenção e reparação de aparelhos e instrumentos de medida, teste e controle', '3313999 - Manutenção e reparação de máquinas, aparelhos e materiais elétricos não especificados anteriormente', '3319800 - Manutenção e reparação de equipamentos e produtos não especificados anteriormente', '4642702 - Comércio atacadista de roupas e acessórios para uso profissional e de segurança do trabalho', '4652400 - Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação', '4669999 - Comércio atacadista de outras máquinas e equipamentos não especificados anteriormente; partes e peças', '4672900 - Comércio atacadista de ferragens e ferramentas', '4742300 - Comércio varejista de material elétrico', '4744001 - Comércio varejista de ferragens e ferramentas', '4751201 - Comércio varejista especializado de equipamentos e suprimentos de informática', '4759899 - Comércio varejista de outros artigos de uso pessoal e doméstico não especificados anteriormente', '5250801 - Comissaria de despachos', '6203100 - Desenvolvimento e licenciamento de programas de computador não-customizáveis', '6462000 - Holdings de instituições não-financeiras', '7112000 - Serviços de engenharia', '8599604 - Treinamento em desenvolvimento profissional e gerencial']"
40773865000105;SISLETTY COMERCIO DE UTENSILIOS DOMESTICOS LTDA.;SYSLETTI COMERCIO DE UTENSILIOS;MATRIZ;09/02/2021;ATIVA;09/02/2021;50000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;R PIAUI;181;NONE;80220240;PAROLIN;CURITIBA;PR;4191374939;carlosroberto@sjcontabil.com;['LETICIA LETTY - Sócio-Administrador', 'BRUNA LETTY - Sócio'];['4759899 - Comércio varejista de outros artigos de uso pessoal e doméstico não especificados anteriormente'];NONE
08024894000161;FAYEZ FELIPPE E OUTROS;NONE;MATRIZ;26/05/2006;ATIVA;26/05/2006;0.0;4120 - PRODUTOR RURAL (PESSOA FISICA);Não;FAZ CAMPESTRE;S/N;NONE;14350000;ZONA RURAL;ALTINOPOLIS;SP;['1636651900', '1636650913'];contabilidade@aptuscontabilidade.com.br;['HELENA DE FIGUEIREDO FELIPPE CRIVELENTI - Produtor Rural', 'ISABELA RADAELI FELIPPE - Produtor Rural', 'MAURICIO RADAELI FELIPPE - Produtor Rural', 'DANIEL DE FIGUEIREDO FELIPPE - Produtor Rural', 'FAYEZ FELIPPE - Produtor Rural'];['0134200 - Cultivo de café'];['151201 - Criação de bovinos para corte', '151202 - Criação de bovinos para leite', '113000 - Cultivo de cana-de-açúcar']
74552068002082;CPQ BRASIL S/A;CPQ BRASIL;FILIAL;27/02/2015;ATIVA;27/02/2015;12839641.89;2054 - SOCIEDADE ANONIMA FECHADA;Não;AER INTERNACIONAL DE BRASILIA JUSCELINO KUBITSCHEK;SN;"LOJA: G1 03; : EMBARQUE DOMESTICO ; : AREA RESTRITA;";71608000;SETOR DE HABITACOES INDIVIDUAIS SUL;BRASILIA;DF;1145910600;adriana.raddatz@cpqbrasil.com.br;['ALBERTO CARNEIRO NETO - Presidente', 'FERNANDO BORELLI EDITORE - Diretor'];['5611203 - Lanchonetes, casas de chá, de sucos e similares'];['4721102 - Padaria e confeitaria com predominância de revenda']
42771816000169;CONTAVAL LTDA;NONE;MATRIZ;31/07/1992;ATIVA;01/07/2001;10000.0;2240 - SOCIEDADE SIMPLES LIMITADA;Não;R ERICO VERISSIMO;954;NONE;31510254;CANDELARIA;BELO HORIZONTE;MG;['3125221821', '3134513298'];contamaiacontabil@gmail.com;['FRANCISCO ANTONIO OLIVEIRA MAIA - Sócio-Administrador'];['6920601 - Atividades de contabilidade'];NONE
74552068002163;CPQ BRASIL S/A;NONE;FILIAL;06/08/2015;ATIVA;06/08/2015;12839641.89;2054 - SOCIEDADE ANONIMA FECHADA;Não;ROD HELIO SMIDT;S/N;": AEROP. INTER. DE SAO; : PAULO/ GUARULHOS; LOJA: T1F10205 ; : PISO FINGER; : TERMINAL DE; : PASSAGEIROS 1;";07190100;AEROPORTO;GUARULHOS;SP;1145910600;adriana.raddatz@cpqbrasil.com.br;['ALBERTO CARNEIRO NETO - Presidente', 'FERNANDO BORELLI EDITORE - Diretor'];['5611203 - Lanchonetes, casas de chá, de sucos e similares'];['4721102 - Padaria e confeitaria com predominância de revenda']
08257028000110;LUCKYSTON RESTAURANTES LTDA;RASCAL;MATRIZ;11/08/2006;ATIVA;11/08/2006;2506000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;AV AFRANIO DE MELO FRANCO;290;LOJA 406 B;22430060;LEBLON;RIO DE JANEIRO;RJ;1135767200;vlc@vlcconsultores.com.br;['ROBERTO BIELAWSKI - Sócio', 'ANGEL DOMINGO TESTA - Sócio', 'ANTONIO JOSE APPEL - Sócio-Administrador', 'RODRIGO MARTIN FERRAIOLE TESTA - Sócio', 'BIELSTON PARTICIPACOES LTDA - Sócio', 'RATI PARTICIPACOES LTDA. - Sócio'];['5611201 - Restaurantes e similares'];['5611203 - Lanchonetes, casas de chá, de sucos e similares', '6810202 - Aluguel de imóveis próprios']
00225205000175;BERCAMP TEXTIL LTDA;NONE;MATRIZ;13/09/1994;ATIVA;03/11/2005;0.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;AV NAMI AZEM;940;NONE;13218640;CAXAMBU;JUNDIAI;SP;NONE;NONE;['CLAUDIO AUGUSTO LAZZARESCHI FILHO - Sócio-Administrador', 'ITAPANHAU ADMINISTRACAO E PARTICIPACOES LTDA - Sócio', 'PAOLA LAZZARESCHI - Sócio'];['1340599 - Outros serviços de acabamento em fios, tecidos, artefatos têxteis e peças do vestuário'];NONE
74552068002597;CPQ BRASIL S/A;NONE;FILIAL;14/03/2016;ATIVA;14/03/2016;12839641.89;2054 - SOCIEDADE ANONIMA FECHADA;Não;ROD HELIO SMIDT;S/N;AEROP. INTER. DE     SAO PAULO/ GUARULHO LOJA T2TE0025         PISO TERMINAL DE     PASSAGEIROS 2 PISO TERREO;07190100;AEROPORTO;GUARULHOS;SP;1145910600;adriana.raddatz@cpqbrasil.com.br;['ALBERTO CARNEIRO NETO - Presidente', 'FERNANDO BORELLI EDITORE - Diretor'];['5611203 - Lanchonetes, casas de chá, de sucos e similares'];['4721102 - Padaria e confeitaria com predominância de revenda']
05675874000162;ALIMENTOS SABOROSOS LTDA;DOCES E TENTACOES;MATRIZ;26/05/2003;ATIVA;06/03/2004;0.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;AV NONA AVENIDA;535;"QUADRA: I; LOTE: 04; SALA: 01;";74603010;SETOR LESTE UNIVERSITARIO;GOIANIA;GO;['6232291332', '6232291619'];contato@nerycontabilidade.com.br;['CAMILA FERNANDES MARTINS LORENCETTI - Sócio-Administrador', 'WALKER JOAO GERALDES NETO - Sócio-Administrador'];['5611203 - Lanchonetes, casas de chá, de sucos e similares'];['4721104 - Comércio varejista de doces, balas, bombons e semelhantes', '5611204 - Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento', '4712100 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns', '5611201 - Restaurantes e similares']
06913480002616;DIMENSIONAL BRASIL SOLUCOES LTDA;DIMENSIONAL;FILIAL;23/10/2020;ATIVA;23/10/2020;216970752.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;AV MISSISSIPI;255;NONE;89219507;ZONA INDUSTRIAL NORTE;JOINVILLE;SC;1934467548;renato.ribeiro@dimensional.com.br;['ROSA & LEAL PATICIPACOES E EMPREEDIMENTOS LTDA - Sócio', 'HERVE SALMON - Sócio-Administrador', 'ERIC MICHEL FOURCINE - Administrador', 'DANIEL TOLEDO - Administrador', 'DANIELE DE CASSIA TOLEDO - Administrador'];['4673700 - Comércio atacadista de material elétrico'];"['3312102 - Manutenção e reparação de aparelhos e instrumentos de medida, teste e controle', '3313999 - Manutenção e reparação de máquinas, aparelhos e materiais elétricos não especificados anteriormente', '3319800 - Manutenção e reparação de equipamentos e produtos não especificados anteriormente', '4642702 - Comércio atacadista de roupas e acessórios para uso profissional e de segurança do trabalho', '4649408 - Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar', '4651601 - Comércio atacadista de equipamentos de informática', '4651602 - Comércio atacadista de suprimentos para informática', '4652400 - Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação', '4665600 - Comércio atacadista de máquinas e equipamentos para uso comercial; partes e peças', '4669999 - Comércio atacadista de outras máquinas e equipamentos não especificados anteriormente; partes e peças', '4672900 - Comércio atacadista de ferragens e ferramentas', '4742300 - Comércio varejista de material elétrico', '4744001 - Comércio varejista de ferragens e ferramentas', '4751201 - Comércio varejista especializado de equipamentos e suprimentos de informática', '4759899 - Comércio varejista de outros artigos de uso pessoal e doméstico não especificados anteriormente', '5250801 - Comissaria de despachos', '6203100 - Desenvolvimento e licenciamento de programas de computador não-customizáveis', '7112000 - Serviços de engenharia', '8599604 - Treinamento em desenvolvimento profissional e gerencial']"
10615750000121;CEREALISTA C.R. SAO PAULO LTDA;NONE;MATRIZ;30/01/2009;ATIVA;30/01/2009;700000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;AV DOUTOR GASTAO VIDIGAL;1946;PAVLH AMG BOX 17/A E 17/B;05316900;VILA LEOPOLDINA;SAO PAULO;SP;1136411446;carlos@crgrupo.com.br;['CARLOS ALBERTO ROSSI - Sócio-Administrador', 'MARCOS DEGAIL ROSSI - Sócio-Administrador', 'ROGERIO CESAR ROSSI - Sócio-Administrador', 'JOSE AMADEU ROSSI - Sócio-Administrador'];['4633801 - Comércio atacadista de frutas, verduras, raízes, tubérculos, hortaliças e legumes frescos'];['4639701 - Comércio atacadista de produtos alimentícios em geral']
01751671000157;C.P.C. BRITOS MATERIAL DE CONSTRUCAO LTDA;NONE;MATRIZ;20/03/1997;ATIVA;22/07/2005;0.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;R SOUZA FRANCO;356;NONE;20551120;VILA ISABEL;RIO DE JANEIRO;RJ;0212899517;NONE;['MARILENE MENDES PEDROSA - Sócio-Administrador', 'JORGE MENDES PEDROSA - Sócio-Administrador'];['4744005 - Comércio varejista de materiais de construção não especificados anteriormente'];NONE
